tournament,toCd,date,division,event,format,round,playerA,playerAId,teamA,playerB,playerBId,teamB,gamesA,gamesB,winner
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 15세이하부,개인전,토너먼트,준준준결승경기７,임재현,201402001427,,신종완,200905002727,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 15세이하부,개인전,토너먼트,준준준결승경기８,구성진,201302009824,,유성연,201203030365,,1,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 15세이하부,단체전,토너먼트,예선경기２,삼육대학교,,,중앙대학교 제2캠퍼스(안성)A,,,0,2,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 15세이하부,단체전,토너먼트,예선경기３,중앙대학교 제2캠퍼스(안성)B,,,동원과학기술대학교B,,,2,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,예선경기３,김명규,981627000004,,정대훈,200504009468,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,예선경기４,한성수,200312017223,,황중원,200312034030,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,예선경기１１,유승용,200907002704,,유재진,200504008874,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,예선경기１２,박성진,981627000148,,유용민,200312009768,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,예선경기１９,박한솔,200705000520,,김현동,200312010625,,1,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,예선경기２０,이동민,201302010757,,유승한,200312005692,,1,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,예선경기 27,황중찬,200706002344,,이인우,201005000191,,1,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,예선경기 28,김동우,201503028559,,허재선,200605004796,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,준준준준결승 1,이세현,200504008934,,DUFFYCARLJOSEPH,201801002231,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,준준준준결승 2,정대훈,200504009468,,황중원,200312034030,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,준준준준결승 3,한승철,201501001406,,이승준,201501002083,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,준준준준결승 4,김동오,981527000107,,김성영,200402011049,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,준준준준결승 5,정욱진,200903027602,,오민재,200805001140,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,준준준준결승 6,유승용,200907002704,,유용민,200312009768,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,준준준준결승 7,최규희,200409010818,,이건동,200312007919,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,준준준준결승 8,우창욱,200505000725,,진승우,200312004753,,3,1,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,준준준준결승 9,박종명,200803023360,,신동현,201203021313,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,준준준준결승 10,김현동,200312010625,,유승한,200312005692,,2,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,준준준준결승 11,백승엽,200312034382,,이년호,200312006064,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,준준준준결승 12,임지훈,200408000585,,이동준,201302010744,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,준준준준결승 13,최상철,200312007530,,고영조,200506001863,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,준준준준결승 14,이인우,201005000191,,김동우,201503028559,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,준준준준결승 15,김광원,200312033621,,김광문,981527000140,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 15세이하부,개인전,토너먼트,준준준준결승 16,최명진,200409006909,,이승택,200505000724,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 18세이하부,개인전,토너먼트,예선경기２,류보람,201503023001,,장예원,201601000670,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 18세이하부,개인전,토너먼트,예선경기３,서효린,201605000828,,금혜원,201802005000,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 18세이하부,개인전,토너먼트,예선경기４,곽다연,201302006626,,신유진,201602007698,,3,1,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 18세이하부,개인전,토너먼트,예선경기５,박주아,201503000329,,문빈,201604002747,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 18세이하부,개인전,토너먼트,예선경기６,송채원,200903026922,,서하민,201703008633,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 18세이하부,개인전,토너먼트,예선경기７,이수빈,201601000982,,조강빈,201606003147,,2,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 18세이하부,개인전,토너먼트,예선경기８,이승연,201405001347,,신지혜,201503027806,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 18세이하부,단체전,토너먼트,예선경기２,와룡고등학교,,,언양고등학교,,,0,2,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 18세이하부,개인전,토너먼트,예선경기７,송동주,201205000983,,이가희,201602000993,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 18세이하부,개인전,토너먼트,준준결승경기１,허민경,201103015212,,김민희,201402004905,,3,1,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 18세이하부,개인전,토너먼트,준준결승경기２,오승희,201209002253,,문혜연,201203009845,,3,1,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 18세이하부,개인전,토너먼트,준준결승경기３,김민영,201306001318,,김하은,201302005893,,3,1,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,남자 18세이하부,개인전,토너먼트,준준결승경기４,송동주,201205000983,,장유진,201012000986,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 대학부,개인전,토너먼트,예선경기２,안예진,200906002374,,김재민,981627000058,,0,0,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 대학부,개인전,토너먼트,예선경기４,유지영,201405002923,,배찬미,200506004011,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 대학부,개인전,토너먼트,예선경기７,박진주,200505000920,,최유라,200703026440,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 대학부,개인전,토너먼트,예선경기９,박미림,200312007885,,박다영,201005000963,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 대학부,개인전,토너먼트,예선경기１０,이해경,200402015564,,엄화영,201002007702,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 대학부,개인전,토너먼트,예선경기１３,이지현,200504008455,,김아현,200312015283,,3,2,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 대학부,개인전,토너먼트,예선경기１５,김다정,200506003985,,김미진,201503004586,,3,1,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 대학부,개인전,토너먼트,준준준결승경기１,양연수,200409006651,,김재민,981627000058,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 대학부,개인전,토너먼트,준준준결승경기２,김가람,200505000922,,배찬미,200506004011,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 대학부,개인전,토너먼트,준준준결승경기３,박상은,201404002146,,김규리,201302011406,,1,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 대학부,개인전,토너먼트,준준준결승경기４,최유라,200703026440,,강영진,200312004530,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 대학부,개인전,토너먼트,준준준결승경기５,박미림,200312007885,,엄화영,201002007702,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 대학부,개인전,토너먼트,준준준결승경기６,이영욱,200905002411,,안은찬,200312014298,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 대학부,개인전,토너먼트,준준준결승경기７,이지현,200504008455,,이보라,201501001374,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-26,여자 대학부,개인전,토너먼트,준준준결승경기８,김다정,200506003985,,박은옥,200312004918,,1,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 12세이하부,개인전,토너먼트,준준결승경기１,이민우,201407000924,,강우석,201302005902,,2,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 12세이하부,개인전,토너먼트,준준결승경기２,김지환,201303020397,,유정민,201505003438,,3,1,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 12세이하부,개인전,토너먼트,준준결승경기３,박태하,201602011173,,박승민,201702006829,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 12세이하부,개인전,토너먼트,준준결승경기４,김석진,201203009405,,김승현,201403012359,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 12세이하부,개인전,토너먼트,준결승경기１,강우석,201302005902,,김지환,201303020397,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 12세이하부,개인전,토너먼트,준결승경기２,박승민,201702006829,,김석진,201203009405,,3,1,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 12세이하부,단체전,리그전,1R / A조,백영고등학교,,,인천 대건고등학교,,,2,1,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 12세이하부,복식,토너먼트,예선경기１,"이동규, 이민규",,,"김정연, 강우석",,,1,2,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 12세이하부,복식,토너먼트,예선경기２,"박태하, 박준하",,,"박승민, 이민우",,,0,2,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 12세이하부,복식,토너먼트,예선경기３,"이지석, 우정",,,"김지환, 김승현",,,0,2,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 12세이하부,복식,토너먼트,예선경기４,"유정민, 박시형",,,"심규영, 이시훈",,,0,2,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 12세이하부,복식,토너먼트,준결승경기１,"김정연, 강우석",,,"박승민, 이민우",,,0,2,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 12세이하부,복식,토너먼트,준결승경기２,"김지환, 김승현",,,"심규영, 이시훈",,,2,1,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,여자 15세이하부,개인전,토너먼트,준준결승경기１,박성찬,201006002472,,강현범,201302006321,,2,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,여자 15세이하부,개인전,토너먼트,준준결승경기２,김정원,201302011502,,유덕재,201104000837,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,여자 15세이하부,개인전,토너먼트,준준결승경기３,조영훈,200905003169,,탁형진,201012000985,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,여자 15세이하부,개인전,토너먼트,준준결승경기４,임재현,201402001427,,유성연,201203030365,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,여자 15세이하부,개인전,토너먼트,준결승경기１,강현범,201302006321,,유덕재,201104000837,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,여자 15세이하부,개인전,토너먼트,준결승경기２,조영훈,200905003169,,유성연,201203030365,,3,2,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,여자 15세이하부,단체전,토너먼트,준결승경기１,동원과학기술대학교A,,,중앙대학교 제2캠퍼스(안성)A,,,0,2,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,여자 15세이하부,단체전,토너먼트,준결승경기２,중앙대학교 제2캠퍼스(안성)B,,,한국체육대학교,,,2,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,여자 15세이하부,단체전,토너먼트,결승,중앙대학교 제2캠퍼스(안성)A,,,중앙대학교 제2캠퍼스(안성)B,,,2,1,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 15세이하부,개인전,토너먼트,준준준결승경기１,이세현,200504008934,,황중원,200312034030,,2,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 15세이하부,개인전,토너먼트,준준준결승경기２,이승준,201501002083,,김성영,200402011049,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 15세이하부,개인전,토너먼트,준준준결승경기３,오민재,200805001140,,유승용,200907002704,,2,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 15세이하부,개인전,토너먼트,준준준결승경기４,이건동,200312007919,,우창욱,200505000725,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 15세이하부,개인전,토너먼트,준준준결승경기５,박종명,200803023360,,유승한,200312005692,,3,2,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 15세이하부,개인전,토너먼트,준준준결승경기６,이년호,200312006064,,이동준,201302010744,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 15세이하부,개인전,토너먼트,준준준결승경기７,고영조,200506001863,,김동우,201503028559,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 15세이하부,개인전,토너먼트,준준준결승경기８,김광원,200312033621,,이승택,200505000724,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 15세이하부,개인전,토너먼트,준준결승경기１,황중원,200312034030,,이승준,201501002083,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 15세이하부,개인전,토너먼트,준준결승경기２,유승용,200907002704,,이건동,200312007919,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 15세이하부,개인전,토너먼트,준준결승경기３,박종명,200803023360,,이년호,200312006064,,3,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 15세이하부,개인전,토너먼트,준준결승경기４,고영조,200506001863,,이승택,200505000724,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,여자 18세이하부,개인전,토너먼트,준준결승경기１,김미소,201205000350,,류보람,201503023001,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,여자 18세이하부,개인전,토너먼트,준준결승경기２,서효린,201605000828,,곽다연,201302006626,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,여자 18세이하부,개인전,토너먼트,준준결승경기３,박주아,201503000329,,송채원,200903026922,,1,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,여자 18세이하부,개인전,토너먼트,준준결승경기４,조강빈,201606003147,,이승연,201405001347,,1,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,여자 18세이하부,개인전,토너먼트,준결승경기１,류보람,201503023001,,곽다연,201302006626,,3,1,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,여자 18세이하부,개인전,토너먼트,준결승경기２,송채원,200903026922,,이승연,201405001347,,3,1,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,여자 18세이하부,개인전,토너먼트,결승,류보람,201503023001,,송채원,200903026922,,1,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,여자 18세이하부,단체전,토너먼트,준결승경기１,성환고등학교,,,언양고등학교,,,1,2,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,여자 18세이하부,단체전,토너먼트,준결승경기２,백영고등학교,,,연수여자고등학교,,,2,0,A
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 18세이하부,개인전,토너먼트,준결승경기１,허민경,201103015212,,오승희,201209002253,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 18세이하부,개인전,토너먼트,준결승경기２,김민영,201306001318,,송동주,201205000983,,0,3,B
제14회 대한체육회장배 전국 스쿼시 선수권 대회 / 대한체육회 공인대회,201802,2018-04-27,남자 18세이하부,복식,토너먼트,예선경기１,"문혜연, 송동주",,,"오승희, 김민영",,,2,0,A
